V1,V2,V3,V4,V5
0.226154,1.235221,0.692776,0.437887,-0.495784
-0.128429,1.306755,0.606287,0.255177,1.357132
-0.658607,1.684462,-1.389629,-0.156362,0.152554
-0.793877,-0.788898,0.39566,0.338071,0.808364
-0.031885,1.00788,-1.174452,-0.206719,0.142414
-0.842049,-1.08353,-0.271835,1.36336,-0.136583
-0.529329,-0.470309,1.411133,-1.281464,-0.691821
-0.299072,-0.941001,0.804702,0.332808,0.943898
-1.128101,0.208345,1.777503,-1.320507,-0.136583
2.815324,-0.866839,0.344538,-0.830425,-0.302607
-0.052448,-0.346691,-1.102959,-0.654478,-0.136583
-0.599265,0.444099,-0.226406,-0.172656,-0.323216
-0.685148,0.360391,0.593071,0.093958,-0.576082
-0.263987,1.407395,-1.20805,-0.718034,0.138475
-0.839665,-1.031758,-0.524355,-1.089312,-0.136583
1.121056,-0.555281,-0.990034,-0.355706,0.004676
-0.350542,1.661549,0.786765,0.366686,-0.603921
0.244995,0.745536,-0.115589,-1.042665,1.869703
0.989408,0.661488,-1.187588,-0.645735,-0.300601
-0.553105,-0.161794,1.770123,0.978692,-0.849602
1.969063,-1.734202,-0.596114,-0.301097,-0.295999
-0.624702,0.105744,-0.248314,-0.755475,-0.34284
-0.676122,1.394975,-1.414763,0.222427,-0.136583
-0.293792,-0.879273,0.273901,1.478271,-1.208425
-0.48728,-2.698897,-2.249442,-1.424354,-0.745162
0.141011,1.022438,1.168554,-1.054469,0.804758
-0.663508,0.045195,2.113055,-1.407535,-0.803006
-0.198629,-0.592733,1.255789,1.087263,-1.053591
-0.797837,-0.898788,-1.389878,-1.308407,1.229136
-0.742128,-0.988542,0.473041,1.663298,-1.294753
-0.293634,0.664319,0.400469,-0.064932,-0.136583
-0.631214,-0.454138,1.245751,1.22039,-0.916864
-0.708668,-0.766634,-0.588355,0.966288,2.354919
-0.595098,-0.154298,2.247003,-1.484628,-0.791055
0.878465,-0.153252,-0.37277,-0.770015,2.132012
0.32976,1.787816,-1.299678,-0.758001,-0.37107
-0.814044,-0.63374,-1.976196,2.05005,-1.906585
0.753956,-0.393533,-1.011846,-0.592087,-0.004354
-0.563788,1.76562,-1.382672,1.19267,-0.711577
-0.737039,-0.575012,0.485781,0.390576,-0.502308
-0.72042,-0.81502,0.254559,1.957674,-1.188037
-0.445865,-0.512709,1.851912,1.234162,-0.957291
-0.73668,-0.907293,-0.514115,0.369482,-0.136583
0.04675,0.301747,-0.435437,-0.204664,-0.460747
-0.474009,0.870193,-1.18522,-0.7187,-0.286953
0.224127,1.782998,0.311365,0.094683,-0.428909
-1.075166,-0.832023,0.635073,1.937763,-1.58935
-0.829076,-1.156631,-0.461957,1.289101,2.994958
-0.697082,-0.645604,0.306426,1.132095,-1.389327
-0.803135,-0.837957,0.138536,0.164496,-0.136583
-0.321562,-0.034964,0.764689,1.887119,-1.075777
-0.222389,1.811692,-0.00467,0.118607,1.567341
0.16288,1.225292,0.467054,-0.037008,-0.442299
-0.785897,-0.470651,1.661957,-1.401603,-1.066096
-0.726194,-0.619947,0.380997,1.871852,-1.368604
-0.625708,-0.209981,2.13874,-1.412111,-0.136583
-0.213817,2.109439,0.033856,-0.111589,0.212913
1.249757,0.325,-1.235985,-0.266739,-0.356106
0.182946,-0.569078,-1.023464,-0.614281,0.056277
0.545648,1.255948,-1.214171,-0.752769,0.166803
0.381127,0.19629,0.972656,-1.083694,1.332497
-0.529025,0.806871,-1.127318,-0.673111,-0.294661
0.45923,-0.660513,1.126369,1.04734,0.986982
-0.789258,-0.820958,0.262609,0.538625,-0.136583
-0.71991,-0.617057,0.132606,-0.92725,2.017648
-0.640781,-0.151736,1.560631,-1.487612,-0.697156
1.231742,1.111704,-1.349828,-0.261008,-0.337545
-0.83723,-0.999447,0.007023,0.440986,-0.136583
0.727754,0.090468,-0.474462,-0.631136,0.072651
1.553392,-0.155414,-0.438941,-0.632981,-0.243444
-0.003344,0.231352,-0.278421,-0.738038,-0.136583
0.803902,0.284615,-0.221736,1.399416,-0.844397
-0.688065,-0.938777,0.932945,1.108492,1.099511
1.149062,0.471077,-1.206349,-0.639826,0.054434
2.298887,-1.143646,0.560546,-0.894865,0.378274
-0.626162,0.30506,2.500237,-1.622247,-0.76578
-1.064471,-1.937636,-1.513633,1.773714,-0.136583
-0.798261,-0.906595,0.233015,-1.201625,0.980102
0.479656,0.346573,1.44515,-1.014331,-0.517642
0.787971,1.024483,-1.211191,-0.873926,1.158739
-0.29492,2.001515,-1.501087,-0.013747,-0.451712
-0.650932,-0.721426,0.004264,0.982295,-0.136583
-0.818418,-0.925262,0.117057,2.161759,-1.320383
-0.330332,0.459515,0.617125,1.765868,-0.932881
-0.68389,0.0459,0.775354,-1.10606,-0.586297
1.168358,-0.577562,-0.615277,-0.313358,0.035385
0.515709,0.980256,-1.273593,-0.232944,0.151753
0.702846,1.374835,0.25365,0.193762,-0.408605
3.07629,-0.942691,-0.946045,-0.586373,-0.210317
-0.846664,-0.798245,-0.159778,0.559879,-0.136583
0.196158,1.340913,-1.356432,-0.706214,-0.326723
-0.082762,-0.115616,0.035915,0.624416,1.289671
-0.119884,1.81537,0.733136,-1.048368,-0.486426
0.318965,0.414888,-1.221708,0.162994,0.751347
2.729558,-1.79053,-0.710578,-0.380244,-0.285708
1.14508,-0.47501,0.636111,0.567956,0.775476
1.564827,-0.450744,-0.420071,-0.619596,-0.240873
0.288071,1.826944,-1.288483,-0.754382,0.30459
-0.821891,-0.998171,-0.413961,0.747348,1.756869
2.027219,0.211624,-0.442179,-0.009618,0.426033
-0.530648,-0.962423,1.281831,0.766786,1.111941
-0.434786,-0.76159,1.549836,0.512114,1.946386
0.072282,0.035772,1.038561,0.878181,1.311499
1.053701,1.837883,-1.241137,-0.66064,-0.267
0.877103,1.785677,-1.267831,-0.167778,0.334167
-0.356886,0.934172,-1.233334,0.092754,2.381533
-0.836039,-1.088075,-0.26404,1.389398,1.860548
0.593498,0.181085,0.159706,0.366044,2.092142
-0.736594,0.178394,0.39405,0.314114,-0.136583
-0.72092,-0.675248,-0.210797,2.242221,-1.942233
-0.601688,-0.796831,1.368807,0.908099,2.309403
1.799476,-0.601918,-0.47997,-0.598198,-0.018175
-0.280758,0.787789,-1.298393,-0.742805,-0.136583
-0.52647,1.246783,-0.05123,0.175796,-0.878592
-0.552065,-0.385501,0.564512,0.813149,0.524481
0.102598,0.325564,-0.427176,-0.357328,-0.136583
-0.794604,-0.640053,0.632221,0.72028,-1.231182
1.657429,0.042563,-0.067936,-0.712437,0.215005
0.954915,0.63129,-1.199332,0.008597,1.647908
-0.552271,0.002554,1.030457,1.146721,-1.372862
2.021711,-1.763551,-0.601145,-0.264793,-0.301443
0.872689,0.122217,-0.379252,-0.304258,-0.136583
0.19433,1.119224,1.248052,-1.109791,-0.136583
0.874995,0.251069,-1.112195,-0.613856,0.001548
1.614482,-0.839847,-0.651403,-0.380284,-0.261706
-0.77241,-0.93395,-0.250395,0.504671,-0.872101
-0.736789,-0.657865,-0.270711,0.499804,-0.136583
-0.662069,-0.61494,0.19346,2.36779,-0.136583
-0.406021,-0.730381,1.088321,0.991899,2.42731
-0.660903,-0.346777,0.963201,-1.446546,2.130987
0.066751,2.328907,-1.453283,0.19084,0.432068
-0.650594,-0.810359,-0.116135,1.017033,-0.136583
-0.624102,-0.29497,1.545881,-1.623669,-0.136583
0.192332,0.985202,0.523255,0.479693,-0.535937
-0.628369,0.729145,1.179339,-1.250623,-0.136583
-0.805276,-0.865636,0.125243,1.688897,-0.136583
-0.653509,0.665706,0.24878,0.515564,-0.734631
-0.623152,-0.607239,0.538588,0.81325,-0.7954
-0.457051,-0.592914,1.298029,0.647765,2.293385
-0.087152,-0.434359,1.202701,1.508878,-1.470193
-0.794415,-0.428367,1.56276,-1.461296,-0.136583
-0.154809,2.349752,-1.393253,-0.783265,0.135388
-0.753764,-0.428437,1.600105,-1.558171,-0.901908
-0.730349,-0.869685,1.980879,-1.351489,0.557303
-1.050485,-2.03916,-2.111571,-2.48534,-0.136583
-0.587692,-0.27053,0.66359,1.959809,-0.136583
-0.444387,0.150605,1.670656,-1.326506,0.730978
-0.426527,0.212904,1.40438,-1.101169,0.515383
-0.624141,-0.204142,2.091206,-1.446103,-0.839929
-0.275051,2.075105,0.241933,-0.879372,-0.402292
-0.699203,-0.40703,0.190209,-1.192703,1.396757
-0.466883,1.033096,1.161304,0.387054,-0.721865
-0.813725,-0.639184,-0.3648,0.561378,-0.136583
0.135085,1.263186,-1.313679,-0.182479,-0.363647
-0.65695,2.216823,-1.373969,1.098361,-0.805723
-0.144891,0.780163,-1.11772,-0.661859,-0.258762
1.85755,-0.032825,-1.129496,-0.336295,0.346117
-0.008724,0.986295,0.074704,1.244306,-0.889208
0.307984,-0.797137,1.298915,1.085869,1.70621
-0.814265,-0.958308,-0.474786,-0.899808,1.433597
-0.413918,2.094387,-1.417785,-0.804997,-0.397492
0.272979,-0.805485,1.255346,1.376316,-1.24091
-0.293792,-0.878548,0.273566,1.47866,-1.208962
-0.653874,-0.128295,1.155361,-1.443317,-0.65984
-0.056516,1.228629,0.288283,0.458711,1.526747
-0.53107,-0.570059,1.798693,1.480418,-1.04545
-0.618384,0.789305,1.243719,-1.276043,-0.136583
-0.705676,-0.767686,0.777915,0.281377,-0.136583
-0.475214,-0.499056,0.059792,1.268561,-0.136583
0.036603,0.146646,-1.083613,-0.64083,-0.22511
-0.351143,-0.062835,1.549588,-1.219647,-0.541349
-0.48584,-0.753767,0.963126,0.909379,-0.766683
-0.609016,-0.299799,1.097031,0.512487,-0.764411
-0.024095,0.521673,-1.175666,-0.082769,-0.789561
1.651257,0.034303,-0.340286,0.054437,-0.536853
0.076903,-1.093594,1.169473,0.442015,0.5357
-0.782606,-0.661448,1.066051,-0.500597,-0.136583
0.282143,0.918438,-1.430992,-0.848312,-0.468417
-0.595734,1.789567,-1.287987,-0.759729,-0.376812
-0.232026,0.512708,-1.451908,-0.792471,-0.420106
1.811144,-0.264478,-0.54947,-0.2661,0.210165
3.352419,-0.966021,-0.944017,-0.603822,-0.209933
-0.417018,-0.791343,0.584988,1.725078,-1.013125
-0.263601,-0.782131,1.02541,0.94831,-0.864689
1.650698,0.03408,-0.340519,0.053983,-0.536535
-0.6689,-0.81049,-0.334084,0.718706,1.700686
2.306235,0.019122,-1.089108,0.409504,-0.545814
0.617522,1.562461,-1.301552,-0.185703,0.629686
-0.34627,-0.110082,1.437337,-1.209679,-0.553333
-0.17986,2.012877,-1.299252,-0.178665,-0.35494
-0.463731,-0.218065,1.160104,0.881973,-0.136583
-0.756534,-0.892007,0.76028,0.755637,-1.903631
2.295662,-0.281257,-0.377319,0.323162,-0.424465
1.292157,-0.506779,-0.634214,-0.29549,0.13932
1.210152,1.045868,-1.159572,-0.162124,1.146078
-0.147032,1.306708,-1.459152,-0.108489,0.139556
-0.219432,1.574023,-0.021655,0.012961,-0.615997
-0.328604,-0.18157,1.015728,1.194453,-0.136583
-0.778907,-0.383111,1.727029,-1.432389,-1.208085
-2.811423,-0.681464,-1.029586,-0.660295,-0.295576
-0.400791,-0.285711,0.690215,0.489202,3.167224
0.529858,0.582515,-1.101171,-0.640287,0.042909
-0.798119,-1.086975,-0.363615,0.992439,-0.136583
-0.539723,0.654778,1.952503,-1.280504,-0.609439
-0.767691,-0.814641,-2.230586,-1.439745,-0.750867
-0.797163,-1.0965,-0.309322,-1.490247,2.640489
-0.149167,1.617627,-1.312112,-0.194967,-0.535576
0.961763,-0.808892,1.630523,-1.229377,-0.520054
0.215289,-0.8595,0.911431,1.889554,1.110824
0.200631,2.029456,0.073497,0.312913,0.409543
-0.782395,-0.810326,-0.035312,2.291083,-1.246162
-0.09407,0.848608,-1.147021,-0.258555,-0.342034
0.678566,-0.430483,0.781556,1.237502,-1.268948
2.400549,-1.088679,-0.614341,-0.395712,0.050337
-0.788947,-1.073977,-0.437752,0.715785,3.085261
0.485187,0.800491,-1.211004,-0.722754,-0.322462
-0.839197,-0.666424,-0.498764,0.393819,-0.136583
3.235945,-1.85441,-0.981183,-0.40316,-0.229928
-0.866921,-1.057447,0.261377,1.830498,-1.581179
0.548758,1.79939,-1.304911,-0.834451,-0.432566
-0.773667,-0.289635,1.636358,-1.438315,-0.136583
-0.2756,-1.00809,1.206904,0.776001,-0.136583
-0.092035,2.561289,-1.351334,-0.846777,0.356461
-0.668178,-0.866392,0.027356,0.92398,1.664534
0.632369,0.049437,-0.300865,-0.017571,-0.617568
-0.529385,0.724903,2.003473,-1.270643,-0.600998
-0.719607,0.344259,0.069833,-0.094823,0.181224
0.812903,0.178007,-1.074006,-0.331768,-0.275265
-0.162784,1.437851,-1.442283,-0.774702,-0.336367
-0.206359,1.752013,0.094017,-0.095853,0.190101
-0.70316,-0.073539,0.160344,0.906215,-0.953872
-0.493375,-0.861211,0.226001,0.710708,-0.136583
1.901638,-1.727615,-0.586876,-0.292441,-0.243371
1.558492,1.086053,-1.211913,-0.645002,-0.263003
-1.11519,-0.892575,-0.094062,1.503769,-1.923957
-0.150902,0.035408,1.576699,0.994498,-0.863139
0.162604,-0.381107,1.174487,-1.27276,1.53999
0.6815,0.320053,-0.311883,1.508866,-0.873693
-1.073943,-0.38765,1.077462,0.683289,-0.872857
-0.802544,-1.015596,-0.278056,1.805176,1.575105
-0.474952,1.58904,-1.432521,-0.062211,-0.417928
-0.026021,1.102233,-1.344102,-0.738755,-0.136583
-1.10761,-1.870296,-1.674936,-1.733622,-1.227002
-0.283074,-0.832066,1.291351,0.959484,2.626261
-0.723205,0.459315,-0.062489,-0.082885,0.17354
-0.640513,0.108481,1.368072,-1.304577,-0.136583
-0.82613,-0.889169,0.111554,0.58463,-0.136583
-0.751871,-0.687745,-0.010316,1.228325,1.134563
0.448214,0.552047,-1.130209,-0.281163,-0.286551
2.826084,-0.512614,-0.998676,-0.392213,-0.267814
-0.581783,-0.102597,0.206455,1.797856,-1.476598
-0.526784,0.438624,0.746038,0.205384,-0.809117
-0.799765,-0.872073,0.049696,2.308169,-0.136583
0.239592,1.3462,-1.371981,-0.176056,0.618579
1.647589,-0.643587,-0.399418,-0.77104,0.624299
-0.600487,0.513436,0.283583,0.063565,-0.554557
-0.844368,-1.077315,-0.220432,-0.7807,-0.93528
-0.4871,-0.502597,1.259453,-2.017173,-0.89032
-0.233873,-0.440281,0.724534,1.024214,-0.742063
-0.635597,-0.236642,1.254763,1.672023,-0.136583
2.137114,-0.116251,-0.398589,-0.006339,0.241288
-0.774318,-0.853812,0.178068,1.592993,-1.077558
-0.730398,0.398438,0.004002,-0.099706,0.159046
-0.498658,0.591339,0.966897,-1.063328,-0.136583
-0.230098,0.576252,-1.297969,-0.730346,-0.316161
0.851006,0.996189,-0.196831,0.514634,0.577007
2.853566,-0.757544,0.270443,-0.753219,-0.294354
-0.636204,-0.378024,1.462417,0.83522,-1.003292
-0.27475,1.146931,0.4265,0.1366,-0.444699
-0.715338,0.205149,0.228682,-0.090553,0.207632
0.206526,0.028722,-0.485679,-0.635624,-0.001082
-0.487925,-0.311348,1.737662,-1.308129,-0.777828
-0.139485,1.218113,-0.102299,0.004991,-0.815132
-0.718133,-0.618257,0.135733,-0.931693,2.063251
0.375024,-0.619365,-0.663638,-0.390606,0.017999
-0.447543,0.706749,-0.052814,-0.772441,0.084282
-0.816379,-1.11902,-0.222363,2.19027,-1.294048
2.571371,-0.464645,-0.987709,-0.376327,-0.027085
-0.066025,0.181943,0.776672,-0.876452,-0.679628
-0.553795,0.45928,1.619252,-1.268399,-0.136583
1.746223,0.666787,-1.211414,0.743662,-0.631836
2.486233,-0.967936,-0.945247,-0.392834,-0.242323
-0.751865,-1.001526,-0.190855,-1.246498,-0.136583
-0.558024,1.058605,-1.353282,-0.047346,-0.136583
1.361574,0.840712,-0.153746,-0.726095,-0.312104
0.460325,0.537653,-1.088466,-0.636273,0.037225
-0.841801,-1.095662,-0.341056,1.281141,1.853217
-0.691326,-0.345929,0.22345,-1.202488,1.40483
-0.865324,-1.060607,-0.442281,0.123194,2.04091
-0.885438,-1.084878,0.002516,-0.764614,-0.669756
-0.738465,-0.910813,0.026534,1.806368,-0.136583
-0.41706,0.76859,-0.105707,-0.189925,-0.301735
-0.413883,1.341101,1.526312,-0.98676,-0.496943
-0.562282,1.930626,-1.542092,0.192444,1.649333
-0.661723,-0.21004,1.419843,-1.149071,-0.591085
-0.558467,-0.146977,1.479977,-1.24563,-0.606156
-0.821082,-0.756783,-1.543468,2.102816,-1.59714
-0.754724,-1.828733,-1.376281,-1.861573,-1.865957
0.810074,1.545447,-1.340568,-0.00321,0.51367
-0.48175,1.110834,0.107288,0.105016,1.725372
-0.353998,-0.125075,0.215061,1.10165,2.873072
-0.677958,-0.552341,0.278904,2.143618,-1.625186
1.448458,-1.036451,-0.671663,-0.364489,0.036488
0.902745,-0.80033,-0.637921,-0.308738,-0.00549
-0.830244,-0.57236,-0.473294,0.917904,1.546036
-0.298261,1.389006,0.824185,-1.108954,-0.136583
0.78768,1.21796,-0.185302,-0.217726,0.096517
1.18982,-0.408205,-0.456494,-0.250596,-0.698119
1.996662,-0.81402,0.853199,-0.947156,-0.371546
1.749076,-0.911149,-0.638152,-0.367928,0.045303
-0.706946,-0.602279,0.151961,-0.007268,1.966069
-0.657629,0.103276,-1.115676,-0.900167,0.624481
-0.443125,-0.959579,0.431492,0.951976,1.276193
-0.366834,0.206959,0.849903,-0.975349,-0.5524
-0.525803,-0.576878,0.332728,1.48505,-1.499548
0.181036,-0.22065,-1.035606,-0.599172,-0.237737
-0.507112,2.013923,-1.398481,-0.802688,-0.401825
-0.626703,-0.460108,1.252018,-1.159793,-0.136583
-0.269056,-0.959954,1.551619,1.074457,2.069053
-0.51571,0.083207,1.381461,0.525759,1.546928
-0.678884,0.566382,0.06188,-0.021003,-0.44146
0.12275,1.263151,-1.343459,-0.719728,-0.326101
-0.738542,0.184493,1.394017,0.593837,-0.136583
-0.733925,-0.852255,-0.164535,1.952916,1.578719
-0.370387,1.65652,-1.477978,-0.113661,-0.390739
1.208534,-0.213718,0.340216,-0.863577,0.199809
1.892578,-1.158386,-0.675753,-0.304336,-0.245071
-0.359194,0.824826,0.470642,-0.930507,-0.136583
-0.744591,-0.878906,0.528755,1.302672,-1.886259
0.162927,-0.591689,0.914305,0.681514,2.468222
-0.805998,-0.944512,0.429655,2.399967,-0.136583
0.816024,0.161545,-1.077403,-0.334029,-0.276489
-1.086062,-2.062892,-1.746453,-1.52785,-0.933145
-0.570098,-0.539101,0.029594,0.700444,1.379567
-0.381286,1.580944,-1.468248,-0.107852,-0.391287
-0.141123,0.72428,-1.206134,-0.282853,-0.27779
1.233315,-0.431013,-0.0051,1.519964,-0.91201
-0.362483,2.153725,0.297155,0.369703,-0.57988
-0.371426,-0.889937,0.724999,1.996631,-1.394735
-0.53335,1.182016,0.346084,0.349631,-0.729853
-0.615152,-0.471018,1.086204,0.511123,0.747505
2.024936,-0.820113,-0.2073,0.096117,0.455759
-0.498568,1.92434,-1.463707,-0.034868,1.518768
0.554545,1.869032,-1.269042,-0.143538,0.527497
-0.749179,0.437625,-0.092161,-0.067907,-0.136583
-0.849919,-0.880967,-0.150237,1.066197,-0.96756
-0.486714,1.248874,-1.20162,-0.706831,-0.298263
-0.527622,2.032699,-1.382775,-0.085095,-0.368004
0.520262,1.502418,0.091753,0.261661,-0.486598
-0.459869,-0.604049,0.001747,1.037585,1.717954
0.621831,2.137698,0.115634,-0.063552,-0.136583
0.721559,-0.211591,-0.484721,-0.229947,-0.30773
1.472633,0.766157,0.127645,-0.802293,0.130515
-0.209067,2.163008,-1.326027,-0.734347,-0.357916
-0.439283,-0.332308,1.456961,-1.168049,-0.80919
-0.739538,-0.979361,0.202681,2.588635,-1.605253
-0.647394,-0.405901,1.986065,-1.363245,-0.722854
-0.750605,-0.645986,1.74809,-1.601273,2.857385
-0.619642,-0.376407,1.085706,-1.244829,-0.756908
-0.699145,-0.148211,2.064861,-1.424514,-0.897505
-0.306924,1.102269,-1.190529,-0.250203,-0.389617
-0.643204,-0.625454,-0.094549,1.768605,2.452709
-0.44491,1.928077,-1.450477,0.967833,-0.804901
-0.517514,0.631995,-0.060807,0.002752,-0.136583
-0.712978,-0.540758,0.539961,2.20118,-1.249835
-0.534953,0.050072,0.179886,1.871388,-1.20481
0.026001,0.548781,-0.281938,-0.116356,-0.673889
-0.643542,-0.510242,1.858244,-1.161815,-0.691116
-0.628467,0.296377,0.456962,-1.085547,0.431109
3.156746,-1.819961,-0.660441,-0.590221,-0.217294
-1.225048,-0.668131,0.647824,-1.476983,-1.060375
-0.812761,-1.097353,-0.472281,0.596392,3.290344
-0.644421,0.723528,0.373876,0.550674,-0.796319
-0.420529,-0.573944,-0.256409,0.932806,1.596287
-0.369225,1.069145,0.086724,-0.818018,-0.4108
2.080472,-1.785089,-0.970186,-0.599039,0.050933
-0.412022,-0.173709,0.067112,1.054019,-1.092498
-0.735619,0.102101,1.108453,0.352405,-0.136583
-0.461425,-0.766084,1.09045,0.745895,2.950398
1.44196,-1.116655,-0.909382,-0.411878,-0.306118
2.810305,-0.414121,-0.295323,-0.023083,-0.347626
-0.698664,0.221693,1.867072,-1.590635,-0.788182
-0.417465,2.302035,0.460971,0.390158,-0.494685
0.25855,0.437766,-0.280481,-0.073996,-0.592395
-0.652309,-0.62686,0.10336,0.870272,-0.136583
-0.690682,-0.489578,0.275273,2.038249,-1.419319
-0.820027,-0.781447,0.465423,0.682087,-0.964741
-0.241576,-0.782698,1.253066,1.263979,2.046712
1.424888,0.230894,-0.281815,-0.006409,-0.3636
-0.742312,-0.193872,0.100695,1.100495,-0.978637
1.310393,-1.989183,-0.983354,-0.600051,-0.233474
-0.533164,1.711992,0.162444,-1.096798,-0.466958
-0.771972,-0.816676,0.632685,1.811365,-0.136583
2.245413,-0.604041,-0.955078,-0.583005,-0.049298
-0.183856,-0.541293,0.638088,0.49849,-2.059307
-0.678305,-0.571737,1.533141,-1.26408,0.49808
-0.644851,0.215137,-0.090572,-0.116632,0.063709
2.554276,0.174952,-0.457351,-0.654969,-0.263505
-0.788876,-0.806349,0.798392,1.625183,-0.136583
-0.024361,2.206377,-1.478142,0.18392,0.296701
-0.318363,-0.951294,1.393358,0.674449,2.711056
0.380288,0.868418,-0.134428,-0.737473,-0.445929
-0.796973,-0.973319,-0.35479,-0.802668,-0.136583
0.076441,0.623511,0.553003,1.265184,-0.998254
-0.776002,-0.832715,0.375259,2.004051,-1.614227
-0.718668,0.285884,1.378543,0.62513,-0.136583
-0.045563,0.306682,0.299467,0.899549,2.043012
-0.46343,-0.805472,1.091628,1.1824,1.773112
-0.258721,-0.148599,1.221373,-1.255139,-0.538543
-0.547862,-0.211579,0.669738,0.891627,1.058352
-0.392924,-0.026386,1.926223,-1.385544,-0.635715
-0.844843,-0.758842,0.405948,0.984015,-0.136583
-0.768716,-1.092154,-0.159123,1.399391,-1.653223
-0.709277,-0.950774,-0.019607,0.687139,-0.136583
-0.670156,0.383198,1.144944,0.936949,1.814789
0.269916,0.944582,-1.287333,-0.211195,-0.365151
-0.834296,-0.777359,0.231087,2.359416,-1.663353
0.830895,0.178712,-0.332757,-0.149167,-0.406076
-0.507981,1.107568,1.000416,0.427014,-0.740188
-0.165211,0.69232,-1.290409,-0.087466,-0.755973
-0.59521,0.93201,-1.255873,-0.157658,0.060714
-0.342041,0.333296,1.150628,1.662758,-0.967671
-0.595304,0.214032,1.213182,-1.244598,-0.136583
-0.745575,-0.560966,1.845461,-1.488238,2.534012
-0.63876,-0.087933,1.680219,-1.264797,-0.136583
-0.268034,-0.708791,0.742504,0.108247,0.51584
-0.777624,-0.51583,-0.145605,1.730138,-1.575815
-0.663103,-0.284888,1.344321,-1.119831,-0.591382
2.699315,-0.025317,-1.051761,0.055156,-0.393851
-0.825637,-1.103894,-0.271001,1.775233,-0.136583
-0.261706,0.828633,-0.138685,1.732059,-1.019554
-0.440276,-0.779079,1.62686,0.658067,0.908746
-0.170163,-0.778226,-0.123902,2.165061,-1.097057
-0.155185,-0.222683,0.449765,0.816175,3.0608
-0.805165,-1.022294,-0.26876,0.816451,-0.136583
0.171253,0.691967,0.759005,0.430017,0.927271
-0.696288,-0.375405,0.108093,1.553497,-0.136583
-0.472134,1.310081,0.19085,0.141476,-0.584711
2.205202,-0.696288,0.322397,-0.843344,-0.320462
2.730594,-0.623594,-0.982998,-0.373613,-0.041965
-0.32549,-0.643784,1.112289,0.914677,2.34585
-0.680851,-1.057097,-0.009095,1.906214,2.201398
-0.472508,0.397369,1.959321,-1.19059,-0.664376
