V1,V2,V3,V4,V5
-0.654845,-1.106432,-0.167056,2.29166,-1.516672
0.619816,1.43556,0.301942,0.216894,-0.455353
0.067475,-0.523885,-1.025597,-0.581885,-0.020395
0.162167,0.43289,-1.152494,-0.258806,-0.291117
-0.367194,1.558137,-1.450031,-0.113068,-0.410652
2.352862,-0.208383,-0.485723,-0.798524,0.406951
2.691548,-0.844333,-0.608997,-0.584774,-0.203144
-0.755556,-0.795865,0.645965,0.91076,-0.136583
-0.763457,-0.475415,-0.360792,0.40492,1.569367
-0.688782,0.284791,1.249933,0.745712,1.864996
2.008948,-1.041774,-0.501697,-0.601933,-0.230067
-0.641016,0.893399,0.482863,0.288521,-0.136583
-0.674976,-0.863627,-0.208881,-1.01147,-1.953873
-0.631214,-0.454138,1.245751,1.22039,-0.916864
0.474415,0.021049,1.751299,-1.134488,-0.470054
0.553823,-0.189665,-1.668229,-1.249093,-0.685406
1.5732,-2.017221,-0.529913,-0.16896,-0.351818
-0.351706,1.578852,0.338973,0.169644,-0.444706
-0.84335,-0.993798,-0.435235,0.182416,-0.136583
1.448679,-0.617164,-0.483859,0.11192,-0.913238
-0.686429,-0.197902,-1.114236,0.158719,-0.136583
-0.188074,-0.903336,0.050613,2.019932,-1.111509
-0.742312,-0.193872,0.100695,1.100495,-0.978637
-0.472843,-0.368756,2.279539,0.75219,-0.777805
-0.004462,-0.485792,-0.616775,-0.397124,0.008572
0.249479,-0.1811,-1.100407,-0.627745,-0.136583
0.328712,2.154231,-1.50227,-0.14928,0.14438
1.98185,-0.919849,-0.619417,-0.316505,-0.222889
-0.635389,-0.268932,0.811153,0.493479,0.576823
-0.622537,0.194457,2.00155,-1.360901,-0.671256
0.380288,0.868418,-0.134428,-0.737473,-0.445929
-0.608819,-0.142254,1.894443,-1.723184,-0.136583
-0.296943,-0.095253,0.459577,-0.900547,0.283307
0.301148,1.537668,-1.257223,-0.73633,-0.348198
-0.733605,-0.835558,0.165774,1.989889,-1.203088
-0.406808,2.02713,-1.404515,0.770401,-0.746151
-0.289905,0.132757,0.616876,0.257146,2.138161
-0.36832,1.671478,-1.490068,-0.849332,-0.4462
0.667479,0.438706,-1.106604,-0.628959,0.020464
2.328803,-1.079833,-0.623527,-0.394149,0.051199
-0.296239,0.841499,-1.413695,-0.832366,-0.551333
2.96756,-0.703645,0.19049,-0.804642,-0.301148
0.562941,0.670312,-1.239812,-0.669272,-0.314643
0.274457,-0.087028,-0.510209,-0.272302,-0.381676
2.666139,-1.825843,-0.938605,-0.592319,-0.2288
2.356833,-1.072149,-0.531061,-0.307065,-0.274833
2.264057,-0.746213,-0.656705,-0.367637,-0.240134
-0.198939,1.434068,0.323056,-0.899006,-0.136583
-0.642138,0.087108,2.29631,-1.440145,-0.136583
0.052754,1.671619,-1.348953,-0.728392,-0.345149
-0.503756,0.373234,1.176291,-1.172415,-0.596022
0.02246,0.664836,-1.246235,-0.129207,-0.884175
-0.074169,0.021883,-1.147021,-1.03549,3.168805
0.017869,1.72849,-1.312648,-0.739382,-0.350519
-0.169181,1.687646,0.164423,-0.113112,0.183564
1.210152,1.045868,-1.159572,-0.162124,1.146078
-0.739538,-0.979361,0.202681,2.588635,-1.605253
-0.470431,1.708244,-1.515141,0.490242,1.401267
0.452325,-0.235209,-1.051621,-0.604195,-0.232782
0.393959,1.557843,-1.287216,0.379287,0.82262
2.590364,-1.851106,-0.664349,-0.590408,-0.227808
-0.550405,0.623264,-0.146488,-0.164566,0.1006
-0.686566,1.490245,-1.452867,-0.191178,0.144905
1.88374,0.179722,-0.361547,-0.312512,0.399923
0.548758,1.79939,-1.304911,-0.834451,-0.432566
2.110365,-0.769791,-0.955891,-0.376972,-0.241774
-0.72042,-0.81502,0.254559,1.957674,-1.188037
-0.541454,0.087778,1.315502,-1.37888,-0.136583
-0.663508,0.045195,2.113055,-1.407535,-0.803006
-0.591243,0.157984,1.845947,-1.337089,-0.136583
-0.551515,0.12774,2.078303,-1.369399,-0.664713
-0.529329,-0.470309,1.411133,-1.281464,-0.691821
-0.588519,1.171958,0.292444,0.206941,0.335101
-0.716427,0.603231,-0.099886,-0.078808,-0.136583
-0.586162,0.147797,0.6243,-1.003957,-0.490388
-0.281671,2.651177,-1.534973,-0.082018,-0.421143
-0.222389,1.811692,-0.00467,0.118607,1.567341
-0.628771,-0.053458,2.165517,-1.577151,-0.782866
-0.063907,1.770508,-1.310893,-0.774716,-0.366298
2.467706,-1.05959,0.653216,-0.860719,-0.364542
0.082699,1.174097,-1.339812,-0.693742,0.252481
1.889003,-1.119223,-0.674545,-0.279306,-0.249519
-0.706268,0.059754,1.921879,-1.511991,-0.136583
0.211388,0.564091,0.135089,-0.036787,-1.176583
-0.385902,2.474738,-1.307306,-0.048177,1.059745
-0.639639,0.067356,1.200604,-1.408566,-0.804025
1.026474,1.097392,-0.271259,-0.221868,-0.365742
3.156746,-1.819961,-0.660441,-0.590221,-0.217294
2.568844,-1.799324,-0.642915,-0.161872,-0.300949
-0.816379,-1.11902,-0.222363,2.19027,-1.294048
1.968446,-0.369784,-0.388417,-0.635109,-0.239091
-0.871557,-1.112298,-0.262949,0.050098,0.596871
0.252821,1.336189,-1.370389,1.255455,-0.789559
-0.263368,2.048915,-1.375257,-0.752807,-0.383653
-0.095822,2.254964,-1.627087,0.048233,0.187144
-0.639708,0.64277,0.411858,0.043766,-0.444184
-0.770581,-0.972015,0.077849,1.887721,-1.655834
2.486851,-0.362033,-0.03812,-0.091904,-0.355112
-0.295809,2.45085,-1.481416,0.442151,-0.605544
-0.593317,1.170067,-0.042508,-0.125463,-0.534037
-0.842049,-1.08353,-0.271835,1.36336,-0.136583
-0.749836,-0.426544,1.621403,0.664088,-0.136583
-0.666283,-0.720764,0.035078,1.657962,1.560778
-0.116081,0.472264,-1.093552,-0.677729,0.048513
-0.820575,-0.82809,0.534709,0.710312,-0.136583
-0.724817,0.184916,1.401008,-1.565184,-0.655751
2.873677,-0.673995,-0.526716,0.592555,-0.485663
-0.88094,-1.208309,-0.562575,0.226283,-0.136583
0.052106,1.299071,0.413533,-0.8568,-0.399949
-0.302887,1.483253,0.803773,0.31293,-0.609116
1.196225,-0.930196,-0.659263,-0.357176,0.04983
0.803902,0.284615,-0.221736,1.399416,-0.844397
0.257211,-0.557547,-0.993112,-0.416876,-0.136583
-0.756534,-0.892007,0.76028,0.755637,-1.903631
1.656788,-0.17741,-0.986547,-0.362983,-0.233357
-0.6489,1.486285,-1.253051,-0.201795,0.155613
1.325078,0.081292,0.059693,0.06443,-0.584285
-0.474952,1.58904,-1.432521,-0.062211,-0.417928
-0.773733,-0.540061,0.810332,1.503066,-0.136583
0.814079,0.178817,-1.074385,-0.33172,-0.274807
-0.329429,-0.124546,0.547482,-0.88122,0.30304
-0.107397,0.355421,-0.216797,-0.204265,0.235643
-0.600712,0.174294,0.819528,-1.045922,-0.512231
1.584822,0.018487,-0.330215,0.035605,-0.543065
2.375943,-1.777744,-0.951297,-0.399494,-0.017856
1.130826,0.288798,-1.056082,-0.645583,0.016168
-0.885352,-1.183961,-0.407286,0.171148,-0.136583
3.473237,-1.94104,-0.66138,-0.604099,-0.232065
-0.523934,0.621314,0.39914,-1.063343,-0.136583
-0.641265,0.109245,0.29213,-0.916804,0.240223
2.570439,-1.799469,-0.642342,-0.161718,-0.301811
1.801525,-0.082975,-0.411667,0.764539,-0.615042
-0.042503,1.51304,0.832905,-1.040768,-0.136583
-0.35058,-0.009631,-1.153336,-0.648369,-0.263532
2.367931,-1.769914,-0.938387,-0.578575,-0.217096
-0.601838,2.434928,-1.543546,-0.098371,-0.435938
1.383466,-0.3082,-0.987592,-0.354895,-0.028952
-0.813305,-0.794918,0.652362,2.293229,-0.136583
1.760418,-0.714114,-0.941751,-0.340065,-0.22609
2.61773,-1.796742,-0.352925,-0.236889,-0.279557
2.701912,-0.651385,-0.561402,0.647522,-0.531466
-0.574258,0.454733,1.529035,-1.225839,-0.630309
-0.861722,-1.021599,-0.476582,0.035347,-0.136583
2.529798,-0.996725,-0.950508,-0.363764,0.044085
-0.080299,0.952502,-1.26909,-0.742968,-0.136583
1.325055,0.208287,-1.127378,-0.209858,-0.314575
0.283645,0.524564,-1.141219,-0.848173,2.957034
0.32976,1.787816,-1.299678,-0.758001,-0.37107
0.043557,0.723634,0.454919,-0.041149,-0.136583
0.004101,1.764245,-1.229623,-0.709056,-0.355015
-0.878455,-1.150817,-0.359248,1.379279,-1.218569
3.391651,-0.747394,-1.010574,-0.605377,-0.236191
0.989408,0.661488,-1.187588,-0.645735,-0.300601
-1.022732,-1.073654,-0.198428,-1.313705,-2.300507
-0.767833,-0.929371,-0.308192,0.501514,-0.136583
-0.61876,0.388263,2.373269,-1.583821,-0.136583
-0.661299,-0.842073,-0.167368,-1.273178,-0.136583
-0.568108,-0.786027,1.927693,0.546036,0.517124
-0.533164,1.711992,0.162444,-1.096798,-0.466958
1.168358,-0.577562,-0.615277,-0.313358,0.035385
0.318499,2.172749,-1.521356,-0.830438,0.145058
-0.617792,1.929134,-1.294969,-0.186355,0.148145
-0.754299,-0.353471,1.382746,-1.457278,-1.1715
2.349031,-0.794867,-0.968695,-0.276735,0.047608
-0.625764,0.56395,0.065225,-0.087825,0.142792
0.035555,0.466953,-0.325493,-0.267259,-0.136583
-0.794913,-0.942313,-0.221611,0.345568,-0.136583
-0.311568,-0.133888,1.62767,0.33832,-0.60851
2.398732,-0.98131,-0.941588,-0.400186,-0.23174
-0.431844,0.970221,-1.261297,-0.712289,-0.29359
-1.130587,-0.089895,1.426153,-1.744432,-0.136583
2.55204,-0.691668,-0.632384,-0.34754,-0.019639
0.102598,0.325564,-0.427176,-0.357328,-0.136583
0.498579,1.235186,-1.173427,-0.69806,0.289821
0.096673,0.852015,-1.256791,-0.744132,-0.341125
2.396194,-0.867703,-0.965326,-0.337489,-0.235757
-0.863131,-0.877793,-2.182446,1.673153,-0.136583
0.200669,-0.261176,0.056255,-0.113833,0.292521
-0.740472,-0.726656,-0.051209,1.888098,-1.419064
-0.816974,-1.154712,-0.227571,1.245311,1.765138
2.570998,-1.848663,-0.649201,-0.637396,-0.332766
0.288467,1.874332,-1.294032,-0.745707,-0.361323
2.255742,-1.166675,-0.655144,-0.25763,-0.246113
-0.352733,0.293886,1.550657,0.48241,-0.966994
1.767533,-0.667959,-0.502926,-0.220784,-0.81932
-0.632336,-0.417139,1.372189,1.500693,-0.136583
-0.427611,1.177845,0.543127,0.399896,-0.562622
0.972721,0.304109,-0.091863,0.398646,1.298656
1.734019,0.115355,-1.105771,-0.251232,-0.301165
-0.715338,0.205149,0.228682,-0.090553,0.207632
-0.270519,-0.270964,1.083794,0.202938,-0.696469
-0.093512,0.717923,-1.172263,-0.686545,-0.281838
2.917964,-0.670206,-0.969887,-0.612595,-0.234584
0.759988,0.603771,-1.201581,-0.654462,-0.270811
-1.021292,3.664763,-1.345237,-0.818745,-0.419005
0.271045,1.528221,-1.203189,-0.684978,0.163471
0.713629,1.762342,-1.341333,-0.725605,-0.347105
-1.161192,0.741788,1.321553,-1.316305,-0.559488
2.436858,-1.056932,-0.517928,-0.313227,-0.278007
-0.209067,2.163008,-1.326027,-0.734347,-0.357916
-0.530845,-0.663642,1.259172,0.501438,-0.774192
0.271698,1.190218,-1.294633,-0.734553,1.155614
-0.10916,1.535647,-1.386438,-0.745463,-0.136583
0.431503,0.455767,-1.122044,-0.65297,-0.241361
2.62601,-0.925757,-0.956429,-0.586849,-0.221252
-0.508894,0.579049,0.029555,-0.034816,-0.455075
-0.377386,1.108837,-1.23704,-0.696149,-0.289665
-0.518273,-0.049205,0.813574,0.369948,-1.008785
0.170193,0.955157,0.583767,0.230945,1.350714
0.842435,-0.631553,-0.932284,-0.564552,-0.045853
0.348357,1.490856,-1.200923,-0.690733,0.191112
2.146826,-0.746456,-0.346848,0.820393,-0.648817
-1.090044,-2.163944,1.061599,-1.951501,-0.136583
-0.112211,1.358033,0.807415,-0.958799,-0.432331
-1.227578,0.521391,0.065683,0.404558,-0.136583
-0.579437,0.310042,1.373562,-1.225589,-0.828196
-0.716503,0.147844,1.113412,-1.269515,-0.628085
-0.639741,-0.352328,0.996116,1.64021,-0.136583
0.961763,-0.808892,1.630523,-1.229377,-0.520054
-0.6689,-0.81049,-0.334084,0.718706,1.700686
2.939088,-1.807899,-0.936601,-0.40359,-0.226508
-0.031885,1.00788,-1.174452,-0.206719,0.142414
-0.529025,0.806871,-1.127318,-0.673111,-0.294661
-0.32323,1.914482,-1.553387,-0.819021,-0.399891
0.977018,0.127187,-1.044926,-0.32512,0.094394
1.233315,-0.431013,-0.0051,1.519964,-0.91201
-0.301555,-2.853305,0.971522,-1.252668,-0.684231
-0.483535,0.029779,0.077774,0.061548,-0.371121
3.02164,-1.764638,-0.624413,-0.602872,0.006153
1.993448,-1.023942,-0.134886,0.778336,-0.721535
0.961926,-0.808486,1.631528,-1.229262,-0.520519
0.236518,1.08905,0.563204,0.507507,-0.53034
-0.531664,1.3652,-1.365034,-0.857311,-0.472062
-0.144891,0.780163,-1.11772,-0.661859,-0.258762
1.828565,-0.728037,-0.941984,-0.337722,-0.22871
0.078434,1.997273,-1.281783,-0.73106,-0.35236
-0.312925,0.789317,-1.347032,-0.760799,-0.358651
0.215196,0.898604,-0.171756,1.011723,-0.826087
-0.600706,0.196384,0.2303,-0.089616,0.135407
-1.094095,-0.229439,2.232026,-1.502233,-0.136583
-0.624102,-0.29497,1.545881,-1.623669,-0.136583
-0.064747,2.248302,-1.302715,-0.744728,-0.371628
-0.743486,0.616508,1.392223,-1.32984,-0.571468
0.338168,1.805699,-1.305507,-0.750094,0.345775
-0.51777,-0.005436,0.477082,0.221946,-0.509674
0.171214,1.203742,-0.159227,1.327806,-0.886135
1.323715,0.080822,0.059933,0.06528,-0.581594
2.954669,-1.901584,-0.969352,-0.607699,-0.26093
-0.415991,1.034059,-1.24575,-0.706425,-0.290618
-0.827614,-0.900227,-0.260621,1.866316,2.829502
-0.555681,1.488694,-0.029846,-1.169398,-0.136583
-0.844368,-1.077315,-0.220432,-0.7807,-0.93528
0.120403,1.014801,-1.248901,-0.090036,0.186886
-0.205235,0.338196,-1.151356,-0.30445,-0.250202
1.961331,-0.937812,-0.599138,-0.286991,-0.249518
-0.34627,-0.110082,1.437337,-1.209679,-0.553333
1.902826,-0.435561,-0.411241,-0.030117,0.609061
0.489927,-0.451528,-1.04799,-0.598693,-0.020418
-0.283126,1.697469,0.319123,0.251538,-0.534377
-0.680089,-0.768796,-0.17528,1.511276,1.880718
-0.555033,0.167349,1.771009,-1.335506,-0.136583
-0.654685,0.558298,0.181211,0.42084,-0.642793
-0.668483,0.630996,1.45749,-1.444097,-0.582395
2.080472,-1.785089,-0.970186,-0.599039,0.050933
-0.413918,2.094387,-1.417785,-0.804997,-0.397492
-0.081384,0.92248,0.187107,1.055324,-0.789042
-0.733925,-0.852255,-0.164535,1.952916,1.578719
0.12275,1.263151,-1.343459,-0.719728,-0.326101
-0.581249,0.667786,-0.192176,-0.212043,-0.36778
-0.598221,0.803499,1.072286,0.404268,-0.744738
-0.552458,1.91091,-1.530063,0.274986,1.8044
-0.484201,2.113693,-1.468008,0.010117,-0.465679
0.284985,1.810916,-1.281752,-0.756105,0.278135
0.269124,0.850206,-0.163813,1.434104,-0.759963
-0.332133,1.867869,-1.54232,-0.770941,-0.341216
-0.545873,-0.023084,1.724576,-1.319687,0.847329
-0.409001,1.56568,-1.318067,-0.799743,-0.347391
1.448458,-1.036451,-0.671663,-0.364489,0.036488
-0.668135,-0.910464,1.324882,0.603415,0.919962
-0.708189,-0.847144,0.081916,2.248071,-0.136583
-0.493934,1.312583,-1.463716,0.125641,-0.450767
-0.551724,1.05313,-1.34475,-0.101794,-0.325169
2.274584,-1.784521,-0.950446,-0.609173,0.096585
-0.558467,-0.146977,1.479977,-1.24563,-0.606156
-0.790637,-1.066107,-0.218314,0.192832,1.986516
-0.402458,1.914693,-1.31055,-0.77965,-0.41114
-0.273406,1.222566,-0.193555,-0.068869,-0.386547
-0.417018,-0.791343,0.584988,1.725078,-1.013125
0.286312,0.84097,-1.203281,-0.228247,0.08212
-0.830803,-0.577824,1.112894,0.556646,0.586803
-0.566017,-0.976814,0.202116,2.201733,-1.518689
-0.527622,2.032699,-1.382775,-0.085095,-0.368004
1.312583,-0.081059,-0.540356,-0.36077,-0.249972
2.129556,-0.72966,-0.984241,-0.400422,-0.197792
-0.722473,-0.280975,0.208448,0.950922,-0.136583
0.375001,1.829623,-1.284948,-0.08609,-0.136583
-0.628369,0.729145,1.179339,-1.250623,-0.136583
2.534584,0.153143,-1.087941,-0.633384,-0.256461
0.872468,0.212928,-1.067255,-0.338249,-0.274323
0.45406,0.590059,-1.140225,-0.280129,-0.299908
-0.801118,-0.912615,-0.305271,0.649514,1.425352
-0.811715,-0.783345,0.565646,2.69585,-1.611296
-0.432782,-0.271058,1.286359,-1.459677,-0.841255
2.587429,0.146246,-1.112265,0.366489,-0.44753
-0.254646,-0.550157,1.341685,0.420002,0.468722
-0.842342,-0.762361,-0.240645,0.240976,1.16541
-0.373034,1.054305,0.994506,-1.239298,-0.136583
2.518386,-1.072999,0.632674,0.139109,-0.542589
-0.64589,-0.796686,0.081535,-1.222262,3.281067
1.416678,0.077978,-0.272064,-0.031755,-0.37093
1.043907,0.497738,-0.178427,1.099968,-0.787211
-0.889971,-1.237913,-0.610311,0.109884,2.21943
-0.254198,0.707536,-1.273489,-0.782688,-0.136583
-0.802544,-1.015596,-0.278056,1.805176,1.575105
-0.795575,-0.680927,-0.329406,0.331532,1.131275
2.384385,-1.729315,-0.6467,-0.375156,-0.300206
-0.501176,2.270486,-1.365357,-0.756133,-0.373544
-0.322223,2.193864,-1.428377,0.759605,-0.606011
0.28481,-2.667465,-1.416011,1.506832,-1.148799
-0.644967,0.21697,0.070467,-0.021854,-0.380286
-0.22389,0.136987,-1.228613,-0.704819,-0.267013
-0.034893,1.738865,-1.420528,1.088117,-0.688248
1.039994,1.457697,-1.308216,-0.703482,-0.309675
0.833038,0.224596,-0.245083,1.605083,-0.823686
-0.119884,1.81537,0.733136,-1.048368,-0.486426
-0.127458,1.254115,-1.428489,-0.755482,-0.136583
0.389115,0.681157,-1.10783,-0.641203,0.021548
-0.706333,1.139105,-1.463321,-0.130855,0.176992
-0.644127,1.557079,-0.027547,0.012175,-0.385809
-0.718668,0.285884,1.378543,0.62513,-0.136583
-1.188258,-0.20339,0.062917,-1.005995,0.212825
0.825596,-0.844414,-0.633405,-0.313911,-0.014679
-0.819843,-1.038673,-0.301371,1.686147,-0.136583
2.646598,-1.913506,-0.967975,-0.597609,-0.224761
3.06553,-1.827395,-0.089266,-0.244077,-0.260693
-0.796283,-1.164991,-0.371757,0.76361,2.807213
-0.522058,1.251882,-1.319068,-0.711409,-0.281255
0.922088,1.076031,0.377658,0.187556,-0.402252
-1.232432,-2.405153,-1.384631,-0.860703,-0.400567
0.632369,0.049437,-0.300865,-0.017571,-0.617568
-0.110266,2.525886,-1.311029,-0.770748,0.15714
0.083506,1.953022,0.0352,0.173055,0.614426
-0.749179,0.437625,-0.092161,-0.067907,-0.136583
1.361574,0.840712,-0.153746,-0.726095,-0.312104
1.428533,-0.854092,1.420253,-1.059257,-0.416454
3.266478,-1.76747,-0.346613,-0.286127,-0.255633
-0.703474,-0.834076,0.293957,1.673229,-0.136583
2.10672,-0.485953,-0.392073,-0.125782,1.084614
-0.132749,0.631184,0.338336,-0.859183,0.237478
-0.588013,2.377987,-1.592851,-0.071333,-0.446641
-0.053854,2.699552,-1.541831,-0.814705,-0.380498
2.298887,-1.143646,0.560546,-0.894865,0.378274
0.91113,1.106452,0.350935,0.22286,-0.429298
2.796238,-0.776078,-0.484928,-0.380328,-0.227095
-0.623375,-0.125298,1.690517,1.101851,-0.136583
-0.561219,1.67223,-0.06917,-0.102235,0.201263
1.888852,-0.930869,-0.556378,-0.60097,-0.013966
-0.401899,-0.256159,1.081535,1.227496,-0.952418
-0.629443,-0.363583,1.992365,-1.324645,-0.684143
1.448993,-0.114806,-1.006879,-0.371757,0.049997
-0.395543,1.460823,-1.473126,-0.094878,-0.397527
0.207138,0.749037,0.069302,1.356706,-0.830784
0.702846,1.374835,0.25365,0.193762,-0.408605
-0.853163,-1.116705,-0.532613,0.065501,-0.773561
2.615378,-1.789749,-0.947421,-0.584499,-0.223659
-0.575923,0.060459,0.210553,-0.875196,0.787086
-0.676189,-0.946234,0.890425,1.231262,1.065645
-0.271399,1.246419,1.436937,-1.238041,-0.680045
1.143473,-0.862119,-0.650468,-0.203889,-0.352607
2.690419,-1.113869,0.703009,-0.935657,-0.362721
-0.616265,-0.041368,2.170833,-1.324771,-0.670865
-0.585825,-0.040616,0.300667,0.120059,-1.073395
-0.557993,0.662639,-0.246726,-0.158343,-0.374661
-0.730398,0.398438,0.004002,-0.099706,0.159046
-0.636204,-0.378024,1.462417,0.83522,-1.003292
0.768803,-0.445708,-0.496053,-0.239352,-0.299586
-0.41706,0.76859,-0.105707,-0.189925,-0.301735
1.14508,-0.47501,0.636111,0.567956,0.775476
-0.263987,1.407395,-1.20805,-0.718034,0.138475
2.483404,-0.072129,-0.361258,0.084421,-0.41544
-0.634927,-0.444923,1.208568,1.208137,-0.922781
2.192987,-1.756823,-0.621739,-0.351366,-0.384305
-0.313082,1.161654,-0.02255,0.130975,-0.767182
2.783137,-0.551251,-0.565393,0.381415,-0.623801
0.910722,0.624639,-1.148055,-0.659514,-0.263028
2.263288,-0.258333,-0.308991,0.351737,-0.420441
-0.463876,1.244045,0.36387,0.18521,-0.575007
1.372124,1.234445,-1.266147,-0.112173,0.789633
1.888491,-1.119223,-0.674545,-0.279306,-0.250277
-0.068521,1.524708,-1.54725,-0.778595,0.124807
-0.630062,1.380193,0.368246,0.227005,0.334684
2.48883,-0.308576,-0.037223,-0.72012,-0.288137
3.049542,-0.969504,-0.529734,0.274938,-0.408534
0.917395,1.236314,-1.237929,-0.222406,0.146764
-0.504561,0.766862,-0.121668,-0.056109,-0.401483
2.053246,-0.926274,-0.969396,-0.595706,0.069838
-0.716611,-0.812639,1.941816,-1.315942,0.55488
-0.696149,-0.763331,-0.140076,0.391389,-0.136583
-0.603197,-0.29155,1.783814,-1.374938,0.521774
-0.026021,1.102233,-1.344102,-0.738755,-0.136583
2.496248,-1.100362,-0.603519,-0.390666,0.054119
2.012534,-0.57939,-0.510259,0.436824,-0.543934
0.314808,1.091188,0.381094,0.217242,1.340127
2.630877,-1.081105,-0.611792,-0.235521,-0.291109
-0.372459,2.025767,-1.55036,-0.003171,-0.411913
-0.369225,1.069145,0.086724,-0.818018,-0.4108
-0.279137,2.353218,-1.592801,-0.858326,-0.502683
0.563454,0.697349,-1.219799,0.009369,2.258883
-0.600883,0.889968,-1.310964,-0.117855,-0.350425
-0.572427,1.706587,-0.028422,-0.115669,0.194875
-0.444479,-0.819995,0.593406,1.773174,-1.026851
-0.25757,0.633475,-0.308689,-0.722458,-0.136583
1.468534,-0.648364,-0.946418,-0.58529,-0.02743
0.239592,1.3462,-1.371981,-0.176056,0.618579
-0.742507,0.127928,1.1929,-1.347817,-0.868333
0.182437,1.680103,-0.01896,0.569779,-0.59403
